"V1","V2"
0.429729263277295,-0.0422113275806768
1.55171020275226,-1.75678832941817
-0.0724255110065553,0.245255500005255
-1.0077273175378,0.613073818945696
0.525605152295874,-0.476840317784709
-0.305242269354856,0.684971474017765
-0.82497607419671,1.33774161291147
-0.388393328202486,0.273350315650098
0.611307404599223,-0.496977477539918
-0.0854856107926394,0.115058474788503
0.903355872076772,-0.506116817840718
-0.606989126523511,0.897695379346409
-0.286836699512771,0.607494076331065
0.961204898044301,-1.20578028538683
0.498436747112019,-0.132786971400368
-0.389328837959448,0.625143389953968
-0.425294880284558,-0.188670627701326
1.61742066221252,-1.99705428795821
-0.259133477649909,0.254437260469323
-1.02693089841802,1.07228666278414
-0.851802952425477,0.371017479548784
-0.715736174180106,0.839064049219777
1.00371987709954,-0.502950036659354
-0.469173840840238,0.375416730096473
-0.705981186471999,0.309315928594262
1.03659769309191,-1.03758057468353
0.505004255082512,-0.123195456454845
-0.983844691463379,0.845055721840009
0.197986291868442,-0.0518577410942895
-0.442507243595949,0.674729965268833
0.248894817724273,-0.027585138266788
-1.07120776338018,0.693916166847061
0.473946506580984,-0.0656287173843473
-0.241512962049776,-0.160803223516885
1.24960619973004,-1.2368358503529
-0.436381619154496,0.850955640098326
1.40368529526491,-1.25781523020439
-0.11645910734374,0.0144672844116016
0.588654228331614,-0.90720238790708
-0.643809369645223,1.22381239842979
-0.121821887676463,-0.178967087275703
0.201405467753969,-0.0431112716848689
1.11357310565021,-1.23445021988617
-0.220203426293462,0.160006469422655
1.64324761613848,-1.0718849556163
-0.394590079518408,-0.122366617223709
-0.0967326938162736,0.15670626592181
0.553231581036165,-0.848177610498464
-0.730490557461035,0.548175903419352
0.42423025913923,-0.310144852197922
0.981380999963484,-0.56907431361206
-1.07469829950067,1.30046869467521
1.83772223921952,-1.48697697789977
0.252478553163435,-0.330721768667843
0.267569396796553,-0.437288063880389
-1.48051480463083,1.39811689683862
0.387825294217214,-0.443042643891087
0.544470271818772,-0.585892584226159
0.132689535333189,-0.713798224556266
-0.744272868891355,0.472438696354255
-0.194668984202982,-0.188127076080135
-0.650117722864528,0.670941347716152
0.375782722168099,-0.63528886438689
-0.428302016089352,0.0192877369811377
0.559643971817964,-0.513195478393231
0.177459437361941,-0.122573862054933
1.04998746298182,-1.171607419355
1.40804256126087,-1.24660882730766
-0.713931415661503,1.05682015620444
-1.17213466797964,1.24321428883063
0.0491516158083756,-0.0403289428476232
1.31087755914518,-1.76928539075631
1.19536903170275,-0.837723772016522
1.50200283193547,-1.05643802179345
-1.52583721848343,1.16408503655172
-0.123468823727431,0.253187520564778
1.36790834141659,-1.96749563029876
-0.642142425185714,0.804808760874329
1.15856428358781,-1.08398724113328
0.37845916386153,-0.520919338908875
1.25402634403193,-1.1503634477576
