"","platform","seed","Npar","Nsims","delta.mean","delta.target","eps.final","max_treedepths","ndivergent","nsteps.mean","nsteps.median","nsteps.sd","metric","model"
"1","stan.nuts",59189,5,2000,0.803128223867028,0.8,1.14456753915106,0,0,2.967,3,0.254840090519266,"unit_e","mvnd"
"2","tmb.nuts",59189,5,4000,0.800772003072452,0.8,1.06142546470265,0,0,3.5725,3,7.20737332927724,"unit_e","mvnd"
"3","stan.nuts",33032,5,2000,0.802461182816982,0.8,1.13341693377007,0,0,2.965,3,0.262315467905252,"unit_e","mvnd"
"4","tmb.nuts",33032,5,4000,0.80164774749536,0.8,1.06037265460814,0,0,3.4825,3,8.30237472693968,"unit_e","mvnd"
"5","stan.nuts",19139,5,2000,0.808923482921795,0.8,1.11111943658773,0,0,2.977,3,0.213292632018635,"unit_e","mvnd"
"6","tmb.nuts",19139,5,4000,0.798571007605855,0.8,1.09058004960914,0,0,3.2765,3,1.66169734293429,"unit_e","mvnd"
"7","stan.nuts",78362,5,2000,0.790391656504304,0.8,1.15506250061621,0,0,2.965,3,0.262315467905252,"unit_e","mvnd"
"8","tmb.nuts",78362,5,4000,0.799130427516904,0.8,1.08238715630985,0,0,3.417,3,4.46083913310521,"unit_e","mvnd"
"9","stan.nuts",61413,5,2000,0.803120159279262,0.8,1.12802373816088,0,0,2.965,3,0.262315467905252,"unit_e","mvnd"
"10","tmb.nuts",61413,5,4000,0.808362532598786,0.8,1.04419268359817,0,0,3.461,3,3.17742080951677,"unit_e","mvnd"
